headline,url,publisher,date,stock
"Alcoa, Bauer in Wastewater Treatment Deal - Analyst Blog",https://www.nasdaq.com/articles/alcoa-bauer-in-wastewater-treatment-deal-analyst-blog-2013-12-19,Nasdaq,2013-12-19 00:00:00 UTC,AA
"Alcoa, Airbus in $110M Supply Deal - Analyst Blog",https://www.nasdaq.com/articles/alcoa-airbus-in-%24110m-supply-deal-analyst-blog-2013-12-17,Nasdaq,2013-12-17 00:00:00 UTC,AA
US Equities Continue Downward Trend After Yesterday's Bounce,https://www.nasdaq.com/articles/us-equities-continue-downward-trend-after-yesterdays-bounce-2013-12-17,Nasdaq,2013-12-17 00:00:00 UTC,AA
"Pre-Market Most Active for Dec 13, 2013 : MO, AES, BEN, APC, AA, CTL, FB, QQQ, ICON, MHLD, MSFT, CBST",https://www.nasdaq.com/articles/pre-market-most-active-dec-13-2013-mo-aes-ben-apc-aa-ctl-fb-qqq-icon-mhld-msft-cbst-2013,Nasdaq,2013-12-13 00:00:00 UTC,AA
#PreMarket Primer for December 11: US Government Takes First Steps Towards Budget Deal,https://www.nasdaq.com/articles/premarket-primer-december-11-us-government-takes-first-steps-towards-budget-deal-2013-12,Nasdaq,2013-12-11 00:00:00 UTC,AA
Keep Looking to Growth and Cyclicals - Analyst Blog,https://www.nasdaq.com/articles/keep-looking-growth-and-cyclicals-analyst-blog-2013-12-09,Nasdaq,2013-12-09 00:00:00 UTC,AA
What Should Bill Gross Do? - Real Time Insight,https://www.nasdaq.com/articles/what-should-bill-gross-do-real-time-insight-2013-12-06,Nasdaq,2013-12-06 00:00:00 UTC,AA
ArcelorMittal Acknowledged by DOE - Analyst Blog,https://www.nasdaq.com/articles/arcelormittal-acknowledged-by-doe-analyst-blog-2013-12-06,Nasdaq,2013-12-06 00:00:00 UTC,AA
Sector Update: Energy Shares Lower; Crude Futures Drop on Iran Deal,https://www.nasdaq.com/articles/sector-update-energy-shares-lower-crude-futures-drop-iran-deal-2013-11-25,Nasdaq,2013-11-25 00:00:00 UTC,AA
"#PreMarket Primer: Monday, November 25: Iran Deal Reached",https://www.nasdaq.com/articles/premarket-primer-monday-november-25-iran-deal-reached-2013-11-25,Nasdaq,2013-11-25 00:00:00 UTC,AA
Sector Update: Energy,https://www.nasdaq.com/articles/sector-update-energy-2013-11-25-1,Nasdaq,2013-11-25 00:00:00 UTC,AA
"#PreMarket Primer: Wednesday, November 13: Will Or Won't The Fed Taper?",https://www.nasdaq.com/articles/premarket-primer-wednesday-november-13-will-or-wont-fed-taper-2013-11-13,Nasdaq,2013-11-13 00:00:00 UTC,AA
"Pre-Market Most Active for Nov 12, 2013 : SRPT, HOLX, AA, MO, VOD, CTL, VNDA, DIS, MU, TSM, ALU, WYNN",https://www.nasdaq.com/articles/pre-market-most-active-nov-12-2013-srpt-holx-aa-mo-vod-ctl-vnda-dis-mu-tsm-alu-wynn-2013,Nasdaq,2013-11-12 00:00:00 UTC,AA
Retail giant Walmart can still provide good value,https://www.nasdaq.com/articles/retail-giant-walmart-can-still-provide-good-value-2013-11-11,Nasdaq,2013-11-11 00:00:00 UTC,AA
Precision Castparts Proves Mettle In Planes And Power,https://www.nasdaq.com/articles/precision-castparts-proves-mettle-planes-and-power-2013-11-11,Nasdaq,2013-11-11 00:00:00 UTC,AA
"Gurus and Insiders on Alcoa, CTL and WPX",https://www.nasdaq.com/articles/gurus-and-insiders-alcoa-ctl-and-wpx-2013-11-09,Nasdaq,2013-11-09 00:00:00 UTC,AA
Q3 Earnings: Commodity Stock Hits and Misses,https://www.nasdaq.com/articles/q3-earnings-commodity-stock-hits-and-misses-2013-11-07,Nasdaq,2013-11-07 00:00:00 UTC,AA
"After Hours Most Active for Nov 6, 2013 : QCOM, AEO, BAC, WFM, CSCO, TSM, MSFT, QQQ, SCTY, T, AA, IAG",https://www.nasdaq.com/articles/after-hours-most-active-nov-6-2013-qcom-aeo-bac-wfm-csco-tsm-msft-qqq-scty-t-aa-iag-2013,Nasdaq,2013-11-06 00:00:00 UTC,AA
"#PreMarket Primer: Tuesday, November 5: Fed Speakers Calm Taper Nerves",https://www.nasdaq.com/articles/premarket-primer-tuesday-november-5-fed-speakers-calm-taper-nerves-2013-11-05,Nasdaq,2013-11-05 00:00:00 UTC,AA
"Alcoa Inc. (AA) Ex-Dividend Date Scheduled for November 06, 2013",https://www.nasdaq.com/articles/alcoa-inc-aa-ex-dividend-date-scheduled-november-06-2013-2013-11-05,Nasdaq,2013-11-05 00:00:00 UTC,AA
"After Hours Most Active for Oct 30, 2013 : FB, PBR/A, BEN, QQQ, EXPE, MCP, BAC, MNKD, CSCO, EXEL, AA, HCA",https://www.nasdaq.com/articles/after-hours-most-active-oct-30-2013-fb-pbra-ben-qqq-expe-mcp-bac-mnkd-csco-exel-aa-hca,Nasdaq,2013-10-30 00:00:00 UTC,AA
The Dow Committee Again Gets It Wrong,https://www.nasdaq.com/articles/dow-committee-again-gets-it-wrong-2013-10-29,Nasdaq,2013-10-29 00:00:00 UTC,AA
The Dow Committee again Gets it Wrong,https://www.nasdaq.com/articles/dow-committee-again-gets-it-wrong-2013-10-28,Nasdaq,2013-10-28 00:00:00 UTC,AA
"Alcoa, VSMPO-AVISMA to Form Aerospace JV - Analyst Blog",https://www.nasdaq.com/articles/alcoa-vsmpo-avisma-to-form-aerospace-jv-analyst-blog-2013-10-23,Nasdaq,2013-10-23 00:00:00 UTC,AA
Alcoa Unveils New Wheel Alloy - Analyst Blog,https://www.nasdaq.com/articles/alcoa-unveils-new-wheel-alloy-analyst-blog-2013-10-21,Nasdaq,2013-10-21 00:00:00 UTC,AA
Alcoa Suspends Production at Saudi Smelter - Analyst Blog,https://www.nasdaq.com/articles/alcoa-suspends-production-at-saudi-smelter-analyst-blog-2013-10-17,Nasdaq,2013-10-17 00:00:00 UTC,AA
Trading Radar: The Earnings Floodgate Is About to Open,https://www.nasdaq.com/articles/trading-radar-earnings-floodgate-about-open-2013-10-11,Nasdaq,2013-10-11 00:00:00 UTC,AA
"Kinder Morgan, Nucor, and Other Major Commodity Earnings Coming Up",https://www.nasdaq.com/articles/kinder-morgan-nucor-and-other-major-commodity-earnings-coming-2013-10-10,Nasdaq,2013-10-10 00:00:00 UTC,AA
Alcoa Beats Earnings Despite Lower Prices - Analyst Blog,https://www.nasdaq.com/articles/alcoa-beats-earnings-despite-lower-prices-analyst-blog-2013-10-09,Nasdaq,2013-10-09 00:00:00 UTC,AA
Mid-Morning Market Update: US Markets Mixed; Family Dollar Posts Rise In Q4 Profit,https://www.nasdaq.com/articles/mid-morning-market-update-us-markets-mixed-family-dollar-posts-rise-q4-profit-2013-10-09,Nasdaq,2013-10-09 00:00:00 UTC,AA
"Midday Update: Stocks Mixed as Debt Ceiling, Shutdown Drama Erases Post-Yellen Gains",https://www.nasdaq.com/articles/midday-update-stocks-mixed-debt-ceiling-shutdown-drama-erases-post-yellen-gains-2013-10-09,Nasdaq,2013-10-09 00:00:00 UTC,AA
Three Industrial Machinery Stocks to Lift Your Portfolio - Analyst Blog,https://www.nasdaq.com/articles/three-industrial-machinery-stocks-lift-your-portfolio-analyst-blog-2013-10-09,Nasdaq,2013-10-09 00:00:00 UTC,AA
"Will Yellen's Ascension Help, Near-Term? - Ahead of Wall Street",https://www.nasdaq.com/articles/will-yellens-ascension-help-near-term-ahead-wall-street-2013-10-09,Nasdaq,2013-10-09 00:00:00 UTC,AA
Pre-Market: Yellen Chosen to Take Over Fed; Yum Brands Sees Another Bad Quarter in China,https://www.nasdaq.com/articles/pre-market-yellen-chosen-take-over-fed-yum-brands-sees-another-bad-quarter-china-2013-10,Nasdaq,2013-10-09 00:00:00 UTC,AA
"Weekly 3-Year Low Highlight: NEM, AA, NPK, CKSW",https://www.nasdaq.com/articles/weekly-3-year-low-highlight-nem-aa-npk-cksw-2013-10-08,Nasdaq,2013-10-08 00:00:00 UTC,AA
Will DC Overshadow the Q3 Earnings Season? - Ahead of Wall Street,https://www.nasdaq.com/articles/will-dc-overshadow-q3-earnings-season-ahead-wall-street-2013-10-08,Nasdaq,2013-10-08 00:00:00 UTC,AA
"New Stock Coverage: Energizer, Whole Foods, and Walgreen",https://www.nasdaq.com/articles/new-stock-coverage-energizer-whole-foods-and-walgreen-2013-10-08,Nasdaq,2013-10-08 00:00:00 UTC,AA
"Market Primer: Tuesday, October 8: US Treasury Yields Climb As Markets Succumb To Default Fears",https://www.nasdaq.com/articles/market-primer-tuesday-october-8-us-treasury-yields-climb-markets-succumb-default-fears,Nasdaq,2013-10-08 00:00:00 UTC,AA
"Senate May Try to Raise Debt Limit for One Year; Alcoa, Yum Brands to Kick Off Earnings Season",https://www.nasdaq.com/articles/senate-may-try-raise-debt-limit-one-year-alcoa-yum-brands-kick-earnings-season-2013-10-08,Nasdaq,2013-10-08 00:00:00 UTC,AA
Trade the Earnings: Alcoa Inc.,https://www.nasdaq.com/articles/trade-earnings-alcoa-inc-2013-10-08,Nasdaq,2013-10-08 00:00:00 UTC,AA
"Stock Downgrades: Jamba, JC Penney, and Alaska Air",https://www.nasdaq.com/articles/stock-downgrades-jamba-jc-penney-and-alaska-air-2013-10-08,Nasdaq,2013-10-08 00:00:00 UTC,AA
Alcoa Starts Earnings Season Maintaining Status as Short Play off After-Hours Report,https://www.nasdaq.com/articles/alcoa-starts-earnings-season-maintaining-status-short-play-after-hours-report-2013-10-08,Nasdaq,2013-10-08 00:00:00 UTC,AA
"After Hours Most Active for Oct 8, 2013 : ALU, POM, AA, QQQ, YUM, BRCD, MU, V, DELL, RRD, BAC, FB",https://www.nasdaq.com/articles/after-hours-most-active-oct-8-2013-alu-pom-aa-qqq-yum-brcd-mu-v-dell-rrd-bac-fb-2013-10-08,Nasdaq,2013-10-08 00:00:00 UTC,AA
"MT Insider: MT Newswires: Day 8 of Gov Shutdown - Still a Gridlock, Oct. 17 Debt Ceiling Looms",https://www.nasdaq.com/articles/mt-insider-mt-newswires-day-8-gov-shutdown-still-gridlock-oct-17-debt-ceiling-looms-2013,Nasdaq,2013-10-08 00:00:00 UTC,AA
Alcoa Beats EPS on Restructuring - Analyst Blog,https://www.nasdaq.com/articles/alcoa-beats-eps-restructuring-analyst-blog-2013-10-08,Nasdaq,2013-10-08 00:00:00 UTC,AA
ArcelorMittal Sells Partial Stake In Turkish Steel Company As Part Of Deleveraging,https://www.nasdaq.com/articles/arcelormittal-sells-partial-stake-turkish-steel-company-part-deleveraging-2013-10-08,Nasdaq,2013-10-08 00:00:00 UTC,AA
Investors Spooked as Odds of Debt Limit Hike Dwindle,https://www.nasdaq.com/articles/investors-spooked-odds-debt-limit-hike-dwindle-2013-10-08,Nasdaq,2013-10-08 00:00:00 UTC,AA
"Stock Market News for October 7, 2013 - Market News",https://www.nasdaq.com/articles/stock-market-news-for-october-7-2013-market-news-2013-10-07,Nasdaq,2013-10-07 00:00:00 UTC,AA
Is the Market Finally Taking Notice? - Ahead of Wall Street,https://www.nasdaq.com/articles/market-finally-taking-notice-ahead-wall-street-2013-10-07,Nasdaq,2013-10-07 00:00:00 UTC,AA
Debt Ceiling Negotiations Continue to Frustrate Traders,https://www.nasdaq.com/articles/debt-ceiling-negotiations-continue-frustrate-traders-2013-10-07,Nasdaq,2013-10-07 00:00:00 UTC,AA
Stocks Dragged Lower by Continued Uncertainty,https://www.nasdaq.com/articles/stocks-dragged-lower-continued-uncertainty-2013-10-07,Nasdaq,2013-10-07 00:00:00 UTC,AA
Trading Radar: Prepare for Third Quarter Earnings Next Week!,https://www.nasdaq.com/articles/trading-radar-prepare-third-quarter-earnings-next-week-2013-10-04,Nasdaq,2013-10-04 00:00:00 UTC,AA
Shutdown & the Q3 Earnings Season - Earnings Preview,https://www.nasdaq.com/articles/shutdown-q3-earnings-season-earnings-preview-2013-10-04,Nasdaq,2013-10-04 00:00:00 UTC,AA
The October Rally - Analyst Blog,https://www.nasdaq.com/articles/october-rally-analyst-blog-2013-10-03,Nasdaq,2013-10-03 00:00:00 UTC,AA
"Pre-Market Most Active for Oct 2, 2013 : AA, NOK, QQQ, ALU, BAC, FB, RMTI, MCP, TSLA, AZN, ADSK, AAPL",https://www.nasdaq.com/articles/pre-market-most-active-oct-2-2013-aa-nok-qqq-alu-bac-fb-rmti-mcp-tsla-azn-adsk-aapl-2013,Nasdaq,2013-10-02 00:00:00 UTC,AA
Alcoa Recognized for Breakthrough Technology - Analyst Blog,https://www.nasdaq.com/articles/alcoa-recognized-for-breakthrough-technology-analyst-blog-2013-09-24,Nasdaq,2013-09-24 00:00:00 UTC,AA
MT Insider: Equities Rally Overnight on Federal Reserve Decision To Not Taper,https://www.nasdaq.com/articles/mt-insider-equities-rally-overnight-federal-reserve-decision-not-taper-2013-09-19,Nasdaq,2013-09-19 00:00:00 UTC,AA
Stock Upgrades: Tilly's Is a Teenage Dream,https://www.nasdaq.com/articles/stock-upgrades-tillys-teenage-dream-2013-09-18,Nasdaq,2013-09-18 00:00:00 UTC,AA
"Market Close Report: NASDAQ Composite index closes at 3,783.64 up 37.94 points",https://www.nasdaq.com/articles/market-close-report-nasdaq-composite-index-closes-378364-3794-points-2013-09-18,Nasdaq,2013-09-18 00:00:00 UTC,AA
"Dow, S&P 500 Tag Record Highs Following Fed Update",https://www.nasdaq.com/articles/dow-sp-500-tag-record-highs-following-fed-update-2013-09-18,Nasdaq,2013-09-18 00:00:00 UTC,AA
"Market Close Report: NASDAQ Composite index closes at 3,745.70 up 27.85 points",https://www.nasdaq.com/articles/market-close-report-nasdaq-composite-index-closes-374570-2785-points-2013-09-17,Nasdaq,2013-09-17 00:00:00 UTC,AA
A Look Ahead: This Week's ETFs To Watch,https://www.nasdaq.com/articles/look-ahead-weeks-etfs-watch-2013-09-16,Nasdaq,2013-09-16 00:00:00 UTC,AA
3 Stocks Exit the Dow - Analyst Blog,https://www.nasdaq.com/articles/3-stocks-exit-the-dow-analyst-blog-2013-09-13,Nasdaq,2013-09-13 00:00:00 UTC,AA
Fed in Focus as 2013 Q3 Earnings Season Gets Underway - Earnings Preview,https://www.nasdaq.com/articles/fed-focus-2013-q3-earnings-season-gets-underway-earnings-preview-2013-09-13,Nasdaq,2013-09-13 00:00:00 UTC,AA
Dow Posts Best Week Since January as Markets End Higher,https://www.nasdaq.com/articles/dow-posts-best-week-january-markets-end-higher-2013-09-13,Nasdaq,2013-09-13 00:00:00 UTC,AA
"Market Close Report: NASDAQ Composite index closes at 3,722.18 up 6.21 points",https://www.nasdaq.com/articles/market-close-report-nasdaq-composite-index-closes-372218-621-points-2013-09-13,Nasdaq,2013-09-13 00:00:00 UTC,AA
What Does Alcoa's Exit From Dow Jones Mean?,https://www.nasdaq.com/articles/what-does-alcoas-exit-dow-jones-mean-2013-09-12,Nasdaq,2013-09-12 00:00:00 UTC,AA
Signs of Life in Metals & Mining Sector,https://www.nasdaq.com/articles/signs-life-metals-mining-sector-2013-09-12,Nasdaq,2013-09-12 00:00:00 UTC,AA
Is the New Look DJIA an Upgrade or Downgrade?,https://www.nasdaq.com/articles/new-look-djia-upgrade-or-downgrade-2013-09-11,Nasdaq,2013-09-11 00:00:00 UTC,AA
New Stock Coverage: Plundering Pirates Are Disappointed in Disney,https://www.nasdaq.com/articles/new-stock-coverage-plundering-pirates-are-disappointed-disney-2013-09-11,Nasdaq,2013-09-11 00:00:00 UTC,AA
Alcoa Issues Statement on Change to Dow Jones Industrial Average; Shares Edge Lower,https://www.nasdaq.com/articles/alcoa-issues-statement-change-dow-jones-industrial-average-shares-edge-lower-2013-09-10,Nasdaq,2013-09-10 00:00:00 UTC,AA
"September 10: China Data, Syria Breakthrough to Sustain Momentum - Economic Highlights",https://www.nasdaq.com/articles/september-10%3A-china-data-syria-breakthrough-to-sustain-momentum-economic-highlights-2013,Nasdaq,2013-09-10 00:00:00 UTC,AA
China Improves as Other Emerging Markets Suffer - Ahead of Wall Street,https://www.nasdaq.com/articles/china-improves-other-emerging-markets-suffer-ahead-wall-street-2013-09-10,Nasdaq,2013-09-10 00:00:00 UTC,AA
What A Changing Dow Means For Investors,https://www.nasdaq.com/articles/what-changing-dow-means-investors-2013-09-10-0,Nasdaq,2013-09-10 00:00:00 UTC,AA
"Major Shakeup Coming to DJIA, Dow ETF - ETF News And Commentary",https://www.nasdaq.com/articles/major-shakeup-coming-djia-dow-etf-etf-news-and-commentary-2013-09-10,Nasdaq,2013-09-10 00:00:00 UTC,AA
Mining-Ferrous & Non Ferrous Stock Outlook - Sept 2013 - Industry Outlook,https://www.nasdaq.com/articles/mining-ferrous-non-ferrous-stock-outlook-sept-2013-industry-outlook-2013-09-05,Nasdaq,2013-09-05 00:00:00 UTC,AA
Mining-Ferrous & Non Ferrous Stock Outlook - Sept 2013 - Zacks Analyst Interviews,https://www.nasdaq.com/articles/mining-ferrous-non-ferrous-stock-outlook-sept-2013-zacks-analyst-interviews-2013-09-05,Nasdaq,2013-09-05 00:00:00 UTC,AA
Alcoa Merges Groups to Create Alcoa Recycling - Analyst Blog,https://www.nasdaq.com/articles/alcoa-merges-groups-to-create-alcoa-recycling-analyst-blog-2013-09-04,Nasdaq,2013-09-04 00:00:00 UTC,AA
"Benzinga Market Primer: Tuesday, September 3: Obama Gambles On Congress Vote For Military Intervention In Syria",https://www.nasdaq.com/articles/benzinga-market-primer-tuesday-september-3-obama-gambles-congress-vote-military,Nasdaq,2013-09-03 00:00:00 UTC,AA
"Market Close Report: NASDAQ Composite index closes at 3,589.87 down -30.43 points",https://www.nasdaq.com/articles/market-close-report-nasdaq-composite-index-closes-358987-down-3043-points-2013-08-30,Nasdaq,2013-08-30 00:00:00 UTC,AA
Alcoa Breaks Ground on Tennessee Expansion - Analyst Blog,https://www.nasdaq.com/articles/alcoa-breaks-ground-on-tennessee-expansion-analyst-blog-2013-08-30,Nasdaq,2013-08-30 00:00:00 UTC,AA
Leadership Promotions at Alcoa - Analyst Blog,https://www.nasdaq.com/articles/leadership-promotions-at-alcoa-analyst-blog-2013-08-27,Nasdaq,2013-08-27 00:00:00 UTC,AA
New Stock Coverage: Time to Hit the Brakes on Tesla Motors Inc?,https://www.nasdaq.com/articles/new-stock-coverage-time-hit-brakes-tesla-motors-inc-2013-08-22,Nasdaq,2013-08-22 00:00:00 UTC,AA
"Market Close Report: NASDAQ Composite index closes at 3,599.79 down -13.80 points",https://www.nasdaq.com/articles/market-close-report-nasdaq-composite-index-closes-359979-down-1380-points-2013-08-21,Nasdaq,2013-08-21 00:00:00 UTC,AA
"Dow, S&P 500 Finish Lower, Despite Post-Fed Bounce",https://www.nasdaq.com/articles/dow-sp-500-finish-lower-despite-post-fed-bounce-2013-08-21,Nasdaq,2013-08-21 00:00:00 UTC,AA
Alcoa to Close or Curtail Capacity - Analyst Blog,https://www.nasdaq.com/articles/alcoa-to-close-or-curtail-capacity-analyst-blog-2013-08-16,Nasdaq,2013-08-16 00:00:00 UTC,AA
Traders See Alcoa Inc Sinking Through Fall,https://www.nasdaq.com/articles/traders-see-alcoa-inc-sinking-through-fall-2013-08-15,Nasdaq,2013-08-15 00:00:00 UTC,AA
"Market Close Report: NASDAQ Composite index closes at 3,684.44 up 14.49 points",https://www.nasdaq.com/articles/market-close-report-nasdaq-composite-index-closes-368444-1449-points-2013-08-13,Nasdaq,2013-08-13 00:00:00 UTC,AA
"Stock Market News for August 9, 2013 - Market News",https://www.nasdaq.com/articles/stock-market-news-for-august-9-2013-market-news-2013-08-09,Nasdaq,2013-08-09 00:00:00 UTC,AA
"Alcoa Inc. (AA) Ex-Dividend Date Scheduled for August 07, 2013",https://www.nasdaq.com/articles/alcoa-inc-aa-ex-dividend-date-scheduled-august-07-2013-2013-08-06,Nasdaq,2013-08-06 00:00:00 UTC,AA
Q2 Earnings Scorecard: Commodity Stock Hits and Misses,https://www.nasdaq.com/articles/q2-earnings-scorecard-commodity-stock-hits-and-misses-2013-08-02,Nasdaq,2013-08-02 00:00:00 UTC,AA
X Factor: 5 Stocks Reaching Their Ex-Dividend Date on August 7,https://www.nasdaq.com/articles/x-factor-5-stocks-reaching-their-ex-dividend-date-august-7-2013-07-31,Nasdaq,2013-07-31 00:00:00 UTC,AA
"Benzinga Market Primer: Wednesday, July 30: Futures Higher After Asia Turnaround",https://www.nasdaq.com/articles/benzinga-market-primer-wednesday-july-30-futures-higher-after-asia-turnaround-2013-07-30,Nasdaq,2013-07-30 00:00:00 UTC,AA
How Do You Call a Bottom? - Real Time Insight,https://www.nasdaq.com/articles/how-do-you-call-bottom-real-time-insight-2013-07-19,Nasdaq,2013-07-19 00:00:00 UTC,AA
"Emerging Markets Beset By China Softness, Currency Gyrations",https://www.nasdaq.com/articles/emerging-markets-beset-china-softness-currency-gyrations-2013-07-16,Nasdaq,2013-07-16 00:00:00 UTC,AA
Why You Should Ignore Wall Street's Earnings Estimates,https://www.nasdaq.com/articles/why-you-should-ignore-wall-streets-earnings-estimates-2013-07-11,Nasdaq,2013-07-11 00:00:00 UTC,AA
July 10: Is Tapering No Longer a Hurdle for Stocks? - Economic Highlights,https://www.nasdaq.com/articles/july-10%3A-is-tapering-no-longer-a-hurdle-for-stocks-economic-highlights-2013-07-10,Nasdaq,2013-07-10 00:00:00 UTC,AA
Why You Should Ignore Wall Street's Earnings Estimates,https://www.nasdaq.com/articles/why-you-should-ignore-wall-streets-earnings-estimates-2013-07-10,Nasdaq,2013-07-10 00:00:00 UTC,AA
Is Taper No Longer an Issue for Stocks? - Ahead of Wall Street,https://www.nasdaq.com/articles/taper-no-longer-issue-stocks-ahead-wall-street-2013-07-10,Nasdaq,2013-07-10 00:00:00 UTC,AA
"Stocks Market News for July 10, 2013 - Market News",https://www.nasdaq.com/articles/stocks-market-news-for-july-10-2013-market-news-2013-07-10,Nasdaq,2013-07-10 00:00:00 UTC,AA
Three Financials Set to Top Earnings Estimates - Investment Ideas,https://www.nasdaq.com/articles/three-financials-set-top-earnings-estimates-investment-ideas-2013-07-09,Nasdaq,2013-07-09 00:00:00 UTC,AA
Homebuilders Lead the Charge,https://www.nasdaq.com/articles/homebuilders-lead-charge-2013-07-09,Nasdaq,2013-07-09 00:00:00 UTC,AA
"After Hours Most Active for Jul 9, 2013 : SIRI, MO, MU, AA, QQQ, INTC, DE, FB, S, NOK, ECA, MSFT",https://www.nasdaq.com/articles/after-hours-most-active-jul-9-2013-siri-mo-mu-aa-qqq-intc-de-fb-s-nok-eca-msft-2013-07-09,Nasdaq,2013-07-09 00:00:00 UTC,AA
"Pre-Market Most Active for Jul 9, 2013 : SIRI, BP, AA, APU, BAC, NOK, AMRN, KNDI, HTSI, SPIL, DELL, CONE",https://www.nasdaq.com/articles/pre-market-most-active-jul-9-2013-siri-bp-aa-apu-bac-nok-amrn-kndi-htsi-spil-dell-cone,Nasdaq,2013-07-09 00:00:00 UTC,AA
July 9: Expectations from Q2 Remain Low - Economic Highlights,https://www.nasdaq.com/articles/july-9%3A-expectations-from-q2-remain-low-economic-highlights-2013-07-09,Nasdaq,2013-07-09 00:00:00 UTC,AA
"Alcoa Posts 2Q Loss, Beats on Sales - Analyst Blog",https://www.nasdaq.com/articles/alcoa-posts-2q-loss-beats-on-sales-analyst-blog-2013-07-09,Nasdaq,2013-07-09 00:00:00 UTC,AA
"Q2 Expectations Low, Guidance Key - Ahead of Wall Street",https://www.nasdaq.com/articles/q2-expectations-low-guidance-key-ahead-wall-street-2013-07-09,Nasdaq,2013-07-09 00:00:00 UTC,AA
"Benzinga Market Primer: Monday, July 8: Earnings Season Begins!",https://www.nasdaq.com/articles/benzinga-market-primer-monday-july-8-earnings-season-begins-2013-07-08,Nasdaq,2013-07-08 00:00:00 UTC,AA
Stocks at Technical Inflection Point as Earnings Await,https://www.nasdaq.com/articles/stocks-technical-inflection-point-earnings-await-2013-07-08,Nasdaq,2013-07-08 00:00:00 UTC,AA
July 8: Earnings in the Limelight - Economic Highlights,https://www.nasdaq.com/articles/july-8%3A-earnings-in-the-limelight-economic-highlights-2013-07-08,Nasdaq,2013-07-08 00:00:00 UTC,AA
Stock Downgrades: Unpleasant Surprise Inside for Intel Corporation,https://www.nasdaq.com/articles/stock-downgrades-unpleasant-surprise-inside-intel-corporation-2013-07-08,Nasdaq,2013-07-08 00:00:00 UTC,AA
Pre-Market Primer: Dell Inc. Offer Gets ISS Blessing; Futures Higher Before Start of Earnings Season,https://www.nasdaq.com/articles/pre-market-primer-dell-inc-offer-gets-iss-blessing-futures-higher-start-earnings-season,Nasdaq,2013-07-08 00:00:00 UTC,AA
The Case for Alcoa,https://www.nasdaq.com/articles/case-alcoa-2013-07-08,Nasdaq,2013-07-08 00:00:00 UTC,AA
Alcoa Beats on the Top Line - Analyst Blog,https://www.nasdaq.com/articles/alcoa-beats-top-line-analyst-blog-2013-07-08,Nasdaq,2013-07-08 00:00:00 UTC,AA
"After-Hours Earnings Report for July 8, 2013 : AA, WDFC",https://www.nasdaq.com/articles/after-hours-earnings-report-july-8-2013-aa-wdfc-2013-07-08,Nasdaq,2013-07-08 00:00:00 UTC,AA
Stock Upgrades: Priceline.com Inc Is Going Places,https://www.nasdaq.com/articles/stock-upgrades-pricelinecom-inc-going-places-2013-07-08,Nasdaq,2013-07-08 00:00:00 UTC,AA
"After Hours Most Active for Jul 8, 2013 : S, NLSN, INTC, FB, ORCL, NOK, AA, CSCO, MSFT, GILD, IGT, JNPR",https://www.nasdaq.com/articles/after-hours-most-active-jul-8-2013-s-nlsn-intc-fb-orcl-nok-aa-csco-msft-gild-igt-jnpr-2013,Nasdaq,2013-07-08 00:00:00 UTC,AA
Will Earnings Growth Bottom in Q2? - Earnings Trends,https://www.nasdaq.com/articles/will-earnings-growth-bottom-q2-earnings-trends-2013-07-08,Nasdaq,2013-07-08 00:00:00 UTC,AA
"EU Finance Ministers Approve Greek Aid Tranche, US Markets Tread Water",https://www.nasdaq.com/articles/eu-finance-ministers-approve-greek-aid-tranche-us-markets-tread-water-2013-07-08,Nasdaq,2013-07-08 00:00:00 UTC,AA
Will Earnings Growth Bottom in Q2? - Earnings Outlook,https://www.nasdaq.com/articles/will-earnings-growth-bottom-q2-earnings-outlook-2013-07-08,Nasdaq,2013-07-08 00:00:00 UTC,AA
Solid Employment Report Causes Spike in Interest Rates,https://www.nasdaq.com/articles/solid-employment-report-causes-spike-interest-rates-2013-07-05,Nasdaq,2013-07-05 00:00:00 UTC,AA
"Spurred Higher by Jobs Report, Dow Settles Above 15,000",https://www.nasdaq.com/articles/spurred-higher-jobs-report-dow-settles-above-15000-2013-07-05,Nasdaq,2013-07-05 00:00:00 UTC,AA
Here Comes Q2 Earnings Season - Earnings Preview,https://www.nasdaq.com/articles/here-comes-q2-earnings-season-earnings-preview-2013-07-05,Nasdaq,2013-07-05 00:00:00 UTC,AA
Checking out The Investment Landscape in Front of Q2 Earnings - Analyst Blog,https://www.nasdaq.com/articles/checking-out-investment-landscape-front-q2-earnings-analyst-blog-2013-07-05,Nasdaq,2013-07-05 00:00:00 UTC,AA
Stock Upgrades: Unilever N.V. Flies High on the Wings of Dove,https://www.nasdaq.com/articles/stock-upgrades-unilever-nv-flies-high-wings-dove-2013-07-05,Nasdaq,2013-07-05 00:00:00 UTC,AA
"Market Close Report: NASDAQ Composite index closes at 3,443.67 up 10.27 points",https://www.nasdaq.com/articles/market-close-report-nasdaq-composite-index-closes-344367-1027-points-2013-07-03,Nasdaq,2013-07-03 00:00:00 UTC,AA
"Undeterred by Global Concerns, Stocks Veer Higher",https://www.nasdaq.com/articles/undeterred-global-concerns-stocks-veer-higher-2013-07-03,Nasdaq,2013-07-03 00:00:00 UTC,AA
Alcoa Completes 6% Notes Redemption - Analyst Blog,https://www.nasdaq.com/articles/alcoa-completes-6-notes-redemption-analyst-blog-2013-07-03,Nasdaq,2013-07-03 00:00:00 UTC,AA
